id,text,user_id,sender_id,sender_name,sent_date,sentiment,word_count,created_at,updated_at,twitter_id
419,You said you didn't want me.,6,255558408,Neesy24,2017-03-21 20:26:18 +0000,0,6,2017-06-09 15:01:32.192255,2017-06-09 15:01:32.192255,8.4428405209403e+17
420,I know that's not what you want,6,255558408,Neesy24,2017-03-21 20:25:43 +0000,0,7,2017-06-09 15:01:32.199368,2017-06-09 15:01:32.199368,8.44283906035798e+17
421,I'm not trying to make you be with me,6,255558408,Neesy24,2017-03-21 20:25:37 +0000,0,9,2017-06-09 15:01:32.206556,2017-06-09 15:01:32.206556,8.44283879284523e+17
422,You never let me fix it. You said you didn't want me. Which is fine but you're still my damn friend.,6,255558408,Neesy24,2017-03-21 20:25:28 +0000,1,21,2017-06-09 15:01:32.213866,2017-06-09 15:01:32.213866,8.44283843335143e+17
423,I never even talk to her,6,255558408,Neesy24,2017-03-21 20:24:09 +0000,0,6,2017-06-09 15:01:32.220962,2017-06-09 15:01:32.220962,8.44283509686637e+17
424,I don't fuck her,6,255558408,Neesy24,2017-03-21 20:23:35 +0000,-1,4,2017-06-09 15:01:32.228003,2017-06-09 15:01:32.228003,8.44283368036557e+17
425,I wish you knew,6,255558408,Neesy24,2017-03-21 20:13:52 +0000,0,4,2017-06-09 15:01:32.234609,2017-06-09 15:01:32.234609,8.4428092205271e+17
426,Hope you have a good day,6,255558408,Neesy24,2017-03-21 20:08:10 +0000,2,6,2017-06-09 15:01:32.239517,2017-06-09 15:01:32.239517,8.44279488070504e+17
427,Well I love you.,6,255558408,Neesy24,2017-03-21 20:08:04 +0000,2,4,2017-06-09 15:01:32.243593,2017-06-09 15:01:32.243593,8.44279463923896e+17
428,Oh my lord.,6,255558408,Neesy24,2017-03-21 20:06:40 +0000,0,3,2017-06-09 15:01:32.249194,2017-06-09 15:01:32.249194,8.44279112181125e+17
429,I don't have woman on my twitter. Idk y u act like this.,6,255558408,Neesy24,2017-03-21 20:05:07 +0000,1,13,2017-06-09 15:01:32.25475,2017-06-09 15:01:32.25475,8.44278721657868e+17
430,What bars?,6,255558408,Neesy24,2017-03-21 20:04:08 +0000,0,2,2017-06-09 15:01:32.265504,2017-06-09 15:01:32.265504,8.44278472461763e+17
431,Oh ya a whole bunch,6,255558408,Neesy24,2017-03-21 20:03:01 +0000,0,5,2017-06-09 15:01:32.270317,2017-06-09 15:01:32.270317,8.44278191372034e+17
432,https://t.co/DeAswMsnYm,6,255558408,Neesy24,2017-03-21 19:27:49 +0000,0,1,2017-06-09 15:01:32.27405,2017-06-09 15:01:32.27405,8.4426933545991e+17
433, https://t.co/AbzakgdbsZ,6,255558408,Neesy24,2017-03-07 02:28:23 +0000,0,1,2017-06-09 15:01:32.278119,2017-06-09 15:01:32.278119,8.38939353116213e+17
435,https://t.co/exXeeGpZlc,6,255558408,Neesy24,2017-03-07 02:23:04 +0000,0,1,2017-06-09 15:01:32.286655,2017-06-09 15:01:32.286655,8.38938016085381e+17
436,https://t.co/EfDkuysJDG,6,255558408,Neesy24,2017-03-02 06:17:23 +0000,0,1,2017-06-09 15:01:32.290664,2017-06-09 15:01:32.290664,8.37185046356374e+17
437,Hey turn on my notifications if you love our posts &amp; show proof when done for a shoutout💕 -via @crowdfire,6,3004605863,sextgoal,2017-02-06 09:52:20 +0000,1,20,2017-06-09 15:01:32.294606,2017-06-09 15:01:32.294606,8.28541831675777e+17
438,follow @vinnycrack for a follow back,6,3290860673,MemeDaiIy,2017-02-06 06:43:00 +0000,0,6,2017-06-09 15:01:32.298614,2017-06-09 15:01:32.298614,8.2849418479763e+17
439,"Snapchat: youngxtilla , new music coming soon! Turn on my notifications so you don't miss it. DM me back if you want to..",6,1522677193,BrysonTlIIer,2017-02-06 03:20:23 +0000,-1,23,2017-06-09 15:01:32.302535,2017-06-09 15:01:32.302535,8.28443193805066e+17
440,You weren't my girlfriend but idk why you so pissed,6,255558408,Neesy24,2017-01-20 23:51:11 +0000,0,10,2017-06-09 15:01:32.306347,2017-06-09 15:01:32.306347,8.22592338136564e+17
441,I don't think anything is a joke,6,255558408,Neesy24,2017-01-20 23:48:01 +0000,0,7,2017-06-09 15:01:32.310163,2017-06-09 15:01:32.310163,8.22591544943321e+17
442,How,6,255558408,Neesy24,2017-01-20 23:44:52 +0000,0,1,2017-06-09 15:01:32.314957,2017-06-09 15:01:32.314957,8.22590748881207e+17
443,Good one,6,255558408,Neesy24,2017-01-20 23:43:23 +0000,1,2,2017-06-09 15:01:32.318858,2017-06-09 15:01:32.318858,8.22590376657752e+17
444,Bet,6,255558408,Neesy24,2017-01-20 23:42:52 +0000,0,1,2017-06-09 15:01:32.322691,2017-06-09 15:01:32.322691,8.22590245715804e+17
445,Okay. Take care,6,255558408,Neesy24,2017-01-20 23:42:28 +0000,2,3,2017-06-09 15:01:32.326547,2017-06-09 15:01:32.326547,8.2259014497278e+17
446,You showed so much interest in me right? You were so down to be with me right? Ya I didn't think so,6,255558408,Neesy24,2017-01-20 23:34:06 +0000,1,22,2017-06-09 15:01:32.330546,2017-06-09 15:01:32.330546,8.22588040870822e+17
447,"Fuck u man, Don't tell me I don't love you. It's not just my fault it didn't work.",6,255558408,Neesy24,2017-01-20 23:33:33 +0000,0,18,2017-06-09 15:01:32.334395,2017-06-09 15:01:32.334395,8.22587902802674e+17
448,I love you,6,255558408,Neesy24,2017-01-20 23:31:17 +0000,1,3,2017-06-09 15:01:32.338203,2017-06-09 15:01:32.338203,8.22587332943643e+17
449,I wasn't trying to be with you. I just enjoy talking to you. Take care. I won't ever contact you again,6,255558408,Neesy24,2017-01-20 23:31:13 +0000,1,21,2017-06-09 15:01:32.341972,2017-06-09 15:01:32.341972,8.22587315944063e+17
450,Damn okay 😔😢,6,255558408,Neesy24,2017-01-20 23:30:38 +0000,1,3,2017-06-09 15:01:32.345767,2017-06-09 15:01:32.345767,8.22587169386676e+17
451,Just don't want to go there with you. I just want to talk with you. Miss your ugly ass,6,255558408,Neesy24,2017-01-20 23:27:16 +0000,-2,19,2017-06-09 15:01:32.349623,2017-06-09 15:01:32.349623,8.22586321805906e+17
452,No i didnt ignore,6,255558408,Neesy24,2017-01-20 23:26:54 +0000,-1,4,2017-06-09 15:01:32.353354,2017-06-09 15:01:32.353354,8.22586227358659e+17
453,How's work,6,255558408,Neesy24,2017-01-20 23:16:55 +0000,0,2,2017-06-09 15:01:32.357095,2017-06-09 15:01:32.357095,8.22583717910692e+17
454,What u doing,6,255558408,Neesy24,2017-01-20 22:10:54 +0000,0,3,2017-06-09 15:01:32.360831,2017-06-09 15:01:32.360831,8.22567100648747e+17
455,Or talk to her,6,255558408,Neesy24,2017-01-20 22:09:36 +0000,0,4,2017-06-09 15:01:32.36456,2017-06-09 15:01:32.36456,8.22566775212622e+17
456,No i don't even know her,6,255558408,Neesy24,2017-01-20 22:09:31 +0000,0,6,2017-06-09 15:01:32.368374,2017-06-09 15:01:32.368374,8.22566753322627e+17
457,Yup,6,255558408,Neesy24,2017-01-20 22:08:34 +0000,0,1,2017-06-09 15:01:32.372233,2017-06-09 15:01:32.372233,8.22566515983733e+17
458,https://t.co/WKZxRjWmZt,6,255558408,Neesy24,2017-01-20 18:36:53 +0000,0,1,2017-06-09 15:01:32.376088,2017-06-09 15:01:32.376088,8.22513244594119e+17
459,https://t.co/F0ZCNPcV3y,6,255558408,Neesy24,2017-01-19 00:36:53 +0000,0,1,2017-06-09 15:01:32.380641,2017-06-09 15:01:32.380641,8.21879065653182e+17
460,"hi, how are you? 😉 just wanted to let you know that if you turned on my notifications I'll show you some love 💞 also if you want some ...",6,7.75232748684399e+17,Flirty,2017-01-18 05:54:12 +0000,1,30,2017-06-09 15:01:32.384507,2017-06-09 15:01:32.384507,8.21596534026469e+17
461,https://t.co/2JovCNkxqY,6,255558408,Neesy24,2017-01-12 20:06:47 +0000,0,1,2017-06-09 15:01:32.38843,2017-06-09 15:01:32.38843,8.19636763740279e+17
462,The lyrics. https://t.co/ROeoQR8QRk,6,255558408,Neesy24,2017-01-10 22:00:40 +0000,0,3,2017-06-09 15:01:32.392163,2017-06-09 15:01:32.392163,8.18940649177227e+17
463,https://t.co/0MAVr2EeZH,6,255558408,Neesy24,2017-01-10 20:05:13 +0000,0,1,2017-06-09 15:01:32.396032,2017-06-09 15:01:32.396032,8.18911594088432e+17
464,Hi again since you can't txt anyone https://t.co/fd8g0VGFTo,6,255558408,Neesy24,2017-01-10 19:17:39 +0000,0,8,2017-06-09 15:01:32.40113,2017-06-09 15:01:32.40113,8.18899625100898e+17
465,I be a fuckboy if I do this https://t.co/EfDkuysJDG,6,255558408,Neesy24,2017-01-07 23:48:39 +0000,0,9,2017-06-09 15:01:32.405026,2017-06-09 15:01:32.405026,8.17880661348516e+17
466,No im not,6,255558408,Neesy24,2017-01-05 21:31:20 +0000,0,3,2017-06-09 15:01:32.408777,2017-06-09 15:01:32.408777,8.17121327647748e+17
467,"Forever and always. Even if we don't work it out, I'll always love you",6,255558408,Neesy24,2017-01-05 21:05:08 +0000,1,14,2017-06-09 15:01:32.412516,2017-06-09 15:01:32.412516,8.17114734843531e+17
468,I love you,6,255558408,Neesy24,2017-01-05 21:04:44 +0000,1,3,2017-06-09 15:01:32.416243,2017-06-09 15:01:32.416243,8.17114633865744e+17
469,https://t.co/BNl90MYqT9,6,255558408,Neesy24,2017-01-05 19:39:11 +0000,0,1,2017-06-09 15:01:32.420083,2017-06-09 15:01:32.420083,8.17093102368412e+17
470,Damn boo,6,255558408,Neesy24,2017-01-03 15:31:13 +0000,0,2,2017-06-09 15:01:32.424281,2017-06-09 15:01:32.424281,8.16305925963313e+17
471,Ima do that for you,6,255558408,Neesy24,2017-01-03 15:21:43 +0000,0,5,2017-06-09 15:01:32.428303,2017-06-09 15:01:32.428303,8.16303534215991e+17
472,https://t.co/N5b4xznmvy,6,255558408,Neesy24,2017-01-03 15:18:47 +0000,0,1,2017-06-09 15:01:32.432172,2017-06-09 15:01:32.432172,8.16302794797961e+17
473,This guy just called to show me this apartment. Txt me,6,255558408,Neesy24,2017-01-02 22:49:09 +0000,0,11,2017-06-09 15:01:32.436203,2017-06-09 15:01:32.436203,8.16053747415663e+17
474,You let me stay the night,6,255558408,Neesy24,2017-01-02 22:28:01 +0000,0,6,2017-06-09 15:01:32.440168,2017-06-09 15:01:32.440168,8.16048429034013e+17
475,Well i don't want to interrupt your plans. I wanted to kiss you for your bday,6,255558408,Neesy24,2017-01-02 22:06:18 +0000,1,16,2017-06-09 15:01:32.444034,2017-06-09 15:01:32.444034,8.16042963788829e+17
476,Well what do you have planned,6,255558408,Neesy24,2017-01-02 21:44:10 +0000,1,6,2017-06-09 15:01:32.448066,2017-06-09 15:01:32.448066,8.16037391953699e+17
477,Time u off,6,255558408,Neesy24,2017-01-02 19:32:50 +0000,0,3,2017-06-09 15:01:32.451896,2017-06-09 15:01:32.451896,8.16004343321268e+17
478,Didn't think you would say that,6,255558408,Neesy24,2017-01-02 19:24:55 +0000,0,6,2017-06-09 15:01:32.456311,2017-06-09 15:01:32.456311,8.16002351538536e+17
479,Hmmm,6,255558408,Neesy24,2017-01-02 19:08:10 +0000,0,1,2017-06-09 15:01:32.460252,2017-06-09 15:01:32.460252,8.15998133440221e+17
480,Seeing u,6,255558408,Neesy24,2017-01-02 19:04:56 +0000,0,2,2017-06-09 15:01:32.464318,2017-06-09 15:01:32.464318,8.15997323025203e+17
481,I'm off...,6,255558408,Neesy24,2017-01-02 19:02:48 +0000,0,2,2017-06-09 15:01:32.468537,2017-06-09 15:01:32.468537,8.15996783704863e+17
482,Good. What u doing today,6,255558408,Neesy24,2017-01-02 18:54:31 +0000,1,5,2017-06-09 15:01:32.473156,2017-06-09 15:01:32.473156,8.15994700826034e+17
483,Nothing's wrong. How are u,6,255558408,Neesy24,2017-01-02 16:35:30 +0000,-1,5,2017-06-09 15:01:32.477349,2017-06-09 15:01:32.477349,8.15959714571882e+17
484,Been better,6,255558408,Neesy24,2017-01-01 21:58:46 +0000,1,2,2017-06-09 15:01:32.481315,2017-06-09 15:01:32.481315,8.15678680181723e+17
485,How are you,6,255558408,Neesy24,2017-01-01 21:58:15 +0000,0,3,2017-06-09 15:01:32.485127,2017-06-09 15:01:32.485127,8.15678551244632e+17
486,https://t.co/Oc0vjKPx9L,6,255558408,Neesy24,2017-01-01 21:56:40 +0000,0,1,2017-06-09 15:01:32.488918,2017-06-09 15:01:32.488918,8.15678150910837e+17
487,Okay. Enjoy your night,6,255558408,Neesy24,2017-01-01 06:51:15 +0000,1,4,2017-06-09 15:01:32.492981,2017-06-09 15:01:32.492981,8.15450296721797e+17
488,Like soon.,6,255558408,Neesy24,2017-01-01 06:40:01 +0000,1,2,2017-06-09 15:01:32.497083,2017-06-09 15:01:32.497083,8.1544746760926e+17
489,Will I ever get to see you again,6,255558408,Neesy24,2017-01-01 06:39:38 +0000,0,8,2017-06-09 15:01:32.500947,2017-06-09 15:01:32.500947,8.15447372243366e+17
490,😍🙃😍🙃🙃😊😍,6,255558408,Neesy24,2017-01-01 06:37:47 +0000,0,1,2017-06-09 15:01:32.504908,2017-06-09 15:01:32.504908,8.1544690818977e+17
491,Don't miss me?,6,255558408,Neesy24,2017-01-01 06:37:05 +0000,-1,3,2017-06-09 15:01:32.508823,2017-06-09 15:01:32.508823,8.15446730024112e+17
492,Happy new year. Miss you,6,255558408,Neesy24,2017-01-01 06:35:26 +0000,0,5,2017-06-09 15:01:32.512534,2017-06-09 15:01:32.512534,8.15446316117619e+17
493,Debatable.,6,255558408,Neesy24,2017-01-01 06:35:19 +0000,0,1,2017-06-09 15:01:32.516249,2017-06-09 15:01:32.516249,8.15446287088808e+17
494,https://t.co/fnfxHPWue7,6,255558408,Neesy24,2017-01-01 06:18:10 +0000,0,1,2017-06-09 15:01:32.520034,2017-06-09 15:01:32.520034,8.15441970340528e+17
495,https://t.co/jFzfoVeMYv,6,255558408,Neesy24,2017-01-01 01:01:32 +0000,0,1,2017-06-09 15:01:32.524016,2017-06-09 15:01:32.524016,8.15362285002695e+17
496,Well what,6,255558408,Neesy24,2016-12-31 04:12:49 +0000,1,2,2017-06-09 15:01:32.527933,2017-06-09 15:01:32.527933,8.15048035629724e+17
497,https://t.co/LL1QgahOG0,6,255558408,Neesy24,2016-12-31 04:06:20 +0000,0,1,2017-06-09 15:01:32.53234,2017-06-09 15:01:32.53234,8.1504640592452e+17
498,Hope you're having fun. Miss you,6,255558408,Neesy24,2016-12-31 02:06:28 +0000,1,6,2017-06-09 15:01:32.538559,2017-06-09 15:01:32.538559,8.15016241320645e+17
499,https://t.co/BGdtO0uW8Z,6,255558408,Neesy24,2016-12-31 02:03:09 +0000,0,1,2017-06-09 15:01:32.542849,2017-06-09 15:01:32.542849,8.15015405404246e+17
500,Ok great,6,255558408,Neesy24,2016-12-29 22:08:31 +0000,2,2,2017-06-09 15:01:32.546821,2017-06-09 15:01:32.546821,8.14593970785423e+17
501,Or don't,6,255558408,Neesy24,2016-12-29 22:06:26 +0000,0,2,2017-06-09 15:01:32.550606,2017-06-09 15:01:32.550606,8.14593444849086e+17
502,Take pics like this so I can hang in my room https://t.co/LURzvDB21G,6,255558408,Neesy24,2016-12-29 22:05:48 +0000,1,12,2017-06-09 15:01:32.55445,2017-06-09 15:01:32.55445,8.14593285595558e+17
503,I want to see u,6,255558408,Neesy24,2016-12-29 21:59:46 +0000,0,5,2017-06-09 15:01:32.558476,2017-06-09 15:01:32.558476,8.14591768054419e+17
504,Miss u,6,255558408,Neesy24,2016-12-29 21:55:48 +0000,-1,2,2017-06-09 15:01:32.56236,2017-06-09 15:01:32.56236,8.1459076885794e+17
505,Okay then,6,255558408,Neesy24,2016-12-29 21:55:32 +0000,1,2,2017-06-09 15:01:32.566246,2017-06-09 15:01:32.566246,8.1459070105702e+17
506,I miss u,6,255558408,Neesy24,2016-12-29 21:55:15 +0000,-1,3,2017-06-09 15:01:32.570063,2017-06-09 15:01:32.570063,8.14590631637041e+17
507,Ok,6,255558408,Neesy24,2016-12-29 21:54:28 +0000,1,1,2017-06-09 15:01:32.573811,2017-06-09 15:01:32.573811,8.14590434647405e+17
508,You talking to that guy again?,6,255558408,Neesy24,2016-12-29 21:54:06 +0000,0,6,2017-06-09 15:01:32.577742,2017-06-09 15:01:32.577742,8.14590343651922e+17
509,Can I see you when you get back,6,255558408,Neesy24,2016-12-29 21:43:25 +0000,0,8,2017-06-09 15:01:32.581749,2017-06-09 15:01:32.581749,8.14587651739308e+17
510,Why you only going for a day,6,255558408,Neesy24,2016-12-29 21:42:52 +0000,0,7,2017-06-09 15:01:32.585672,2017-06-09 15:01:32.585672,8.14587515759981e+17
511,When do you come back,6,255558408,Neesy24,2016-12-29 21:41:45 +0000,0,5,2017-06-09 15:01:32.589645,2017-06-09 15:01:32.589645,8.14587235836301e+17
512,Oh okay. Have fun.,6,255558408,Neesy24,2016-12-29 18:53:39 +0000,2,4,2017-06-09 15:01:32.593437,2017-06-09 15:01:32.593437,8.14544930769146e+17
513,With who,6,255558408,Neesy24,2016-12-29 18:51:09 +0000,0,2,2017-06-09 15:01:32.597125,2017-06-09 15:01:32.597125,8.14544299589333e+17
514,To where,6,255558408,Neesy24,2016-12-29 18:50:14 +0000,0,2,2017-06-09 15:01:32.601115,2017-06-09 15:01:32.601115,8.14544070328676e+17
515,Y,6,255558408,Neesy24,2016-12-29 18:46:45 +0000,0,1,2017-06-09 15:01:32.605687,2017-06-09 15:01:32.605687,8.14543191756145e+17
516,What you up to,6,255558408,Neesy24,2016-12-29 18:39:13 +0000,0,4,2017-06-09 15:01:32.609682,2017-06-09 15:01:32.609682,8.14541295779779e+17
517,You're beautiful,6,255558408,Neesy24,2016-12-29 18:32:15 +0000,1,2,2017-06-09 15:01:32.613629,2017-06-09 15:01:32.613629,8.14539545689686e+17
518,I took a moment to fully look at her cause I never really did. I'm sorry for disrespecting you.,6,255558408,Neesy24,2016-12-29 18:31:28 +0000,-1,19,2017-06-09 15:01:32.617614,2017-06-09 15:01:32.617614,8.14539347580031e+17
519,I'll never forget,6,255558408,Neesy24,2016-12-29 18:14:48 +0000,0,3,2017-06-09 15:01:32.622114,2017-06-09 15:01:32.622114,8.14535154756678e+17
520,Or I'll send jjs #1 with no Tom,6,255558408,Neesy24,2016-12-29 18:13:29 +0000,0,8,2017-06-09 15:01:32.625979,2017-06-09 15:01:32.625979,8.14534822467174e+17
521,Eat n drink those,6,255558408,Neesy24,2016-12-29 18:13:10 +0000,0,4,2017-06-09 15:01:32.62995,2017-06-09 15:01:32.62995,8.14534743178039e+17
522,🍰🍸🌮,6,255558408,Neesy24,2016-12-29 18:13:02 +0000,0,1,2017-06-09 15:01:32.633782,2017-06-09 15:01:32.633782,8.14534709682258e+17
523,Y you typing so fast,6,255558408,Neesy24,2016-12-29 18:11:49 +0000,0,5,2017-06-09 15:01:32.637677,2017-06-09 15:01:32.637677,8.14534403145761e+17
524,Let's kill that bitch together,6,255558408,Neesy24,2016-12-29 18:10:22 +0000,0,5,2017-06-09 15:01:32.641612,2017-06-09 15:01:32.641612,8.14534038501396e+17
525,Never again,6,255558408,Neesy24,2016-12-29 18:10:07 +0000,0,2,2017-06-09 15:01:32.64564,2017-06-09 15:01:32.64564,8.1453397289411e+17
526,I'm done,6,255558408,Neesy24,2016-12-29 18:10:03 +0000,0,2,2017-06-09 15:01:32.649605,2017-06-09 15:01:32.649605,8.1453395891028e+17
527,As,6,255558408,Neesy24,2016-12-29 18:09:26 +0000,0,1,2017-06-09 15:01:32.653414,2017-06-09 15:01:32.653414,8.1453380324282e+17
528,She's ugly ass fuck,6,255558408,Neesy24,2016-12-29 18:09:23 +0000,-2,4,2017-06-09 15:01:32.657182,2017-06-09 15:01:32.657182,8.14533789653275e+17
529,😘,6,255558408,Neesy24,2016-12-29 14:41:53 +0000,0,1,2017-06-09 15:01:32.660934,2017-06-09 15:01:32.660934,8.14481570216243e+17
530,Drive safely.,6,255558408,Neesy24,2016-12-29 03:46:26 +0000,1,2,2017-06-09 15:01:32.664777,2017-06-09 15:01:32.664777,8.14316620680143e+17
531,That's good. You deserve it.,6,255558408,Neesy24,2016-12-29 03:46:06 +0000,1,5,2017-06-09 15:01:32.668526,2017-06-09 15:01:32.668526,8.14316536190136e+17
532,I hope you had a good day.,6,255558408,Neesy24,2016-12-29 03:45:48 +0000,2,7,2017-06-09 15:01:32.672251,2017-06-09 15:01:32.672251,8.14316461061706e+17
533,I am truly sorry. I really am. I know you don't believe me.,6,255558408,Neesy24,2016-12-29 03:45:32 +0000,0,13,2017-06-09 15:01:32.676068,2017-06-09 15:01:32.676068,8.14316396888945e+17
534,What don't make sense,6,255558408,Neesy24,2016-12-29 03:42:50 +0000,0,4,2017-06-09 15:01:32.680196,2017-06-09 15:01:32.680196,8.14315714416878e+17
535,You're prolly right. I am dumb for thinking that,6,255558408,Neesy24,2016-12-29 03:42:24 +0000,-1,9,2017-06-09 15:01:32.68435,2017-06-09 15:01:32.68435,8.14315605117571e+17
536,I made a mistake and I have to deal with it. I understand where you're coming from. I don't deserve you.,6,255558408,Neesy24,2016-12-29 03:42:07 +0000,0,21,2017-06-09 15:01:32.688261,2017-06-09 15:01:32.688261,8.14315535685087e+17
537,I'm just saying I didn't think you would really be with me. I didn't think you wanted that.,6,255558408,Neesy24,2016-12-29 03:41:46 +0000,0,18,2017-06-09 15:01:32.69217,2017-06-09 15:01:32.69217,8.14315448426787e+17
538,But give me a break,6,255558408,Neesy24,2016-12-29 03:37:41 +0000,0,5,2017-06-09 15:01:32.696371,2017-06-09 15:01:32.696371,8.1431441882581e+17
539,I get it,6,255558408,Neesy24,2016-12-29 03:37:32 +0000,0,3,2017-06-09 15:01:32.700562,2017-06-09 15:01:32.700562,8.14314381114769e+17
540,Like fuck. You just grilling me for fucking up and we not even together,6,255558408,Neesy24,2016-12-29 03:37:30 +0000,0,14,2017-06-09 15:01:32.704806,2017-06-09 15:01:32.704806,8.14314372159992e+17
541,Made me be with even tho I wanted to be with you anyways,6,255558408,Neesy24,2016-12-29 03:37:14 +0000,0,13,2017-06-09 15:01:32.708964,2017-06-09 15:01:32.708964,8.14314305961214e+17
781,👀,8,610176896,BigPlayJay2,2017-02-04 15:13:18 +0000,0,1,2017-06-09 18:56:08.879568,2017-06-09 18:56:08.879568,8.27897827619664e+17
542,Couldn't you have just been like no you not fucking with anyone else but me,6,255558408,Neesy24,2016-12-29 03:37:03 +0000,1,15,2017-06-09 15:01:32.713134,2017-06-09 15:01:32.713134,8.14314258674676e+17
543,I'm sorry,6,255558408,Neesy24,2016-12-29 03:36:48 +0000,-1,2,2017-06-09 15:01:32.717638,2017-06-09 15:01:32.717638,8.1431419616274e+17
544,Be mad cause i fucked up,6,255558408,Neesy24,2016-12-29 03:36:46 +0000,-1,6,2017-06-09 15:01:32.721552,2017-06-09 15:01:32.721552,8.14314187358949e+17
545,WE WERE NEVER TOGETHER. you can't hold me to relationship standards when you wouldn't be my woman.,6,255558408,Neesy24,2016-12-29 03:36:32 +0000,0,17,2017-06-09 15:01:32.725535,2017-06-09 15:01:32.725535,8.143141311594e+17
546,I gonna be like that with u,6,255558408,Neesy24,2016-12-29 03:35:49 +0000,1,7,2017-06-09 15:01:32.729495,2017-06-09 15:01:32.729495,8.14313948514316e+17
547,Plz,6,255558408,Neesy24,2016-12-29 03:35:25 +0000,0,1,2017-06-09 15:01:32.73345,2017-06-09 15:01:32.73345,8.14313847783879e+17
548,So call me,6,255558408,Neesy24,2016-12-29 03:35:16 +0000,0,3,2017-06-09 15:01:32.737414,2017-06-09 15:01:32.737414,8.14313811893219e+17
549,I do. I can hear you cussing at me now.,6,255558408,Neesy24,2016-12-29 03:34:39 +0000,0,10,2017-06-09 15:01:32.741367,2017-06-09 15:01:32.741367,8.14313657328894e+17
550,I miss your voice tho.,6,255558408,Neesy24,2016-12-29 03:34:05 +0000,-1,5,2017-06-09 15:01:32.745241,2017-06-09 15:01:32.745241,8.14313514009592e+17
551,I know. I deserve it,6,255558408,Neesy24,2016-12-29 03:33:58 +0000,0,5,2017-06-09 15:01:32.749034,2017-06-09 15:01:32.749034,8.14313486272623e+17
552,No it don't. I just wanted to talk to you on the phone,6,255558408,Neesy24,2016-12-29 03:33:30 +0000,0,13,2017-06-09 15:01:32.75293,2017-06-09 15:01:32.75293,8.14313365619298e+17
553,Where are you at,6,255558408,Neesy24,2016-12-29 03:33:04 +0000,0,4,2017-06-09 15:01:32.756951,2017-06-09 15:01:32.756951,8.14313257540395e+17
554,I won't ever again. I swear on everything. I know you not gonna be with me but I still wont do it,6,255558408,Neesy24,2016-12-29 03:30:23 +0000,0,22,2017-06-09 15:01:32.76086,2017-06-09 15:01:32.76086,8.14312582857294e+17
555,It is. I don't follow them,6,255558408,Neesy24,2016-12-29 03:29:34 +0000,0,6,2017-06-09 15:01:32.764608,2017-06-09 15:01:32.764608,8.14312376770105e+17
556,Why you bringing people in our business.,6,255558408,Neesy24,2016-12-29 03:28:49 +0000,0,7,2017-06-09 15:01:32.768419,2017-06-09 15:01:32.768419,8.14312187904795e+17
557,Delete that tweet,6,255558408,Neesy24,2016-12-29 03:27:53 +0000,0,3,2017-06-09 15:01:32.772404,2017-06-09 15:01:32.772404,8.1431195123705e+17
558,That's not true,6,255558408,Neesy24,2016-12-29 03:27:34 +0000,1,3,2017-06-09 15:01:32.776183,2017-06-09 15:01:32.776183,8.14311873042674e+17
559,I don't want them. I have yours,6,255558408,Neesy24,2016-12-29 03:27:11 +0000,0,7,2017-06-09 15:01:32.780084,2017-06-09 15:01:32.780084,8.14311777680978e+17
560,Secondly you were never my girlfriend. You didn't want to be,6,255558408,Neesy24,2016-12-29 03:26:49 +0000,0,11,2017-06-09 15:01:32.783928,2017-06-09 15:01:32.783928,8.14311683871146e+17
561,First off I don't even know Morgan.,6,255558408,Neesy24,2016-12-29 03:26:26 +0000,0,7,2017-06-09 15:01:32.78779,2017-06-09 15:01:32.78779,8.14311588740137e+17
562,Good bye,6,255558408,Neesy24,2016-12-29 03:25:22 +0000,1,2,2017-06-09 15:01:32.791658,2017-06-09 15:01:32.791658,8.1431131945737e+17
563,Good bye macie,6,255558408,Neesy24,2016-12-29 03:25:08 +0000,1,3,2017-06-09 15:01:32.795842,2017-06-09 15:01:32.795842,8.14311259915092e+17
564,Okay,6,255558408,Neesy24,2016-12-29 03:24:38 +0000,1,1,2017-06-09 15:01:32.800072,2017-06-09 15:01:32.800072,8.14311133461041e+17
565,Stop,6,255558408,Neesy24,2016-12-29 03:24:21 +0000,0,1,2017-06-09 15:01:32.804198,2017-06-09 15:01:32.804198,8.14311065274216e+17
566,Delete that,6,255558408,Neesy24,2016-12-29 03:24:17 +0000,0,2,2017-06-09 15:01:32.810485,2017-06-09 15:01:32.810485,8.14311047582679e+17
567,Don't sub tweet me. People will know we broke up,6,255558408,Neesy24,2016-12-29 03:23:18 +0000,-1,10,2017-06-09 15:01:32.814491,2017-06-09 15:01:32.814491,8.14310801855181e+17
568,I never favorite a tweet of hers ever again in my life. I really won't. I'll also respect your demands.,6,255558408,Neesy24,2016-12-29 03:22:01 +0000,2,20,2017-06-09 15:01:32.818249,2017-06-09 15:01:32.818249,8.14310478407238e+17
569,I don't even talk to those hoes,6,255558408,Neesy24,2016-12-29 03:20:32 +0000,0,7,2017-06-09 15:01:32.822217,2017-06-09 15:01:32.822217,8.14310105193873e+17
570,I don't have any.,6,255558408,Neesy24,2016-12-29 03:20:09 +0000,0,4,2017-06-09 15:01:32.826329,2017-06-09 15:01:32.826329,8.14310005965001e+17
571,This what I need and you're it. https://t.co/v4Rk2GLNs0,6,255558408,Neesy24,2016-12-29 03:19:32 +0000,0,8,2017-06-09 15:01:32.83043,2017-06-09 15:01:32.83043,8.14309850536673e+17
